OBJECTID,ACRES,FIRE_ID,FIRE_NAME,YEAR,STARTMONTH,STARTDAY,FIRE_TYPE,IRWINID,MAP_ID,MAP_PROG,ASMNT_TYPE,IG_DATE,PRE_ID,POST_ID,PERIM_ID,DNBR_OFFST,DNBR_STDDV,NODATA_THRESHOLD,GREENNESS_THRESHOLD,LOW_THRESHOLD,MODERATE_THRESHOLD,HIGH_THRESHOLD,COMMENTS,LATITUDE,LONGITUDE,SHAPEAREA,SHAPELEN
21260,1055,KS3781509658420150330,UNNAMED,2015,3,30,Unknown,,24818,MTBS,Initial,20150330,802803420150321,802703420150330,,60,-9999,-970,-150,100,9999,9999,Next to small  later burned area,37.816,-96.584,0.000436882789050599,0.108098457599598
21261,5403,KS3782209613420150330,UNNAMED,2015,3,30,Unknown,,24788,MTBS,Initial,20150330,802703420150226,702703420150407,,-55,-9999,-970,-150,80,9999,9999,"Next to small later burned area. Selected L7 post-fire scene has some active fire and misses  small subsequent burned area.",37.809,-96.127,0.00223734893656417,0.461930240974409
21262,1135,KS3785009593920150330,UNNAMED,2015,3,30,Unknown,,24787,MTBS,Initial,20150330,802703420150226,702703420150407,,-25,-9999,-970,-150,80,9999,9999,Next to other burned areas (KS3787609594620150407 and small later burned area),37.852,-95.936,0.000470247896515829,0.159081982905277
21263,15468,KS3785409604620150407,UNNAMED,2015,4,7,Unknown,,24940,MTBS,Initial (SS),20150407,,802703420150501,,-9999,-9999,9999,9999,150,-9999,-9999,,37.852,-96.046,0.00640835585231574,0.803501351761094
21264,2509,KS3785809641920150422,UNNAMED,2015,4,22,Unknown,,25024,MTBS,Initial,20150422,802703420150330,802803420150422,,-115,-9999,-970,-150,-25,9999,9999,Next to other burned area (KS3788209643720150314),37.86,-96.421,0.00103965280041827,0.258417511727689
21265,1440,KS3787609594620150407,UNNAMED,2015,4,7,Unknown,,25093,MTBS,Initial (SS),20150407,,802703420150501,,-9999,-9999,9999,9999,125,-9999,-9999,Next to other burned areas (KS3785009593920150330 and KS3790709588620150407 and small earlier burned areas),37.872,-95.945,0.000596823186147044,0.183034337687585
21266,1239,KS3788209643720150314,UNNAMED,2015,3,14,Unknown,,24753,MTBS,Initial,20150314,802703420150226,802703420150330,,-1,-9999,-970,-150,70,9999,9999,Next to other burned area (KS3785809641920150422),37.884,-96.438,0.000513703731327117,0.127632957192932
21267,1717,KS3788709647020150422,UNNAMED,2015,4,22,Unknown,,25023,MTBS,Initial (SS),20150422,,802703420150501,,-9999,-9999,9999,9999,100,-9999,-9999,,37.884,-96.465,0.000712019339382658,0.214153731096016
21268,1067,KS3790009659320150422,UNNAMED,2015,4,22,Unknown,,25022,MTBS,Initial,20150422,802703420150330,802803420150422,,-90,-9999,-970,-150,-10,9999,9999,,37.898,-96.591,0.000442350774908944,0.127054137663892
21269,1749,KS3790509637620150407,UNNAMED,2015,4,7,Unknown,,24939,MTBS,Initial,20150407,802703420150330,802803420150422,,-90,-9999,-970,-150,-60,9999,9999,Excludes earlier burned area that had greened up in postfire imagery,37.904,-96.371,0.000725394426972503,0.178662009895544
21270,14705,KS3790709588620150407,UNNAMED,2015,4,7,Unknown,,25092,MTBS,Initial (SS),20150407,,802703420150501,,-9999,-9999,9999,9999,100,-9999,-9999,Next to other burned areas (KS3796509593420150330  KS3787609594620150407 and small earlier burned areas),37.913,-95.881,0.0060964960229157,0.780179442514881
21271,1448,KS3790709648020150407,UNNAMED,2015,4,7,Unknown,,24938,MTBS,Initial,20150407,802703420150330,802803420150422,,-95,-9999,-970,-150,-25,9999,9999,,37.908,-96.477,0.000600436122032175,0.182569179815776
21272,1669,KS3791209597220150407,UNNAMED,2015,4,7,Unknown,,24937,MTBS,Initial (SS),20150407,,802703420150501,,-9999,-9999,9999,9999,150,-9999,-9999,Next to other burned area (KS3796509593420150330),37.913,-95.975,0.000692282798197025,0.167634170847207
21273,1489,KS3791309640920150407,UNNAMED,2015,4,7,Unknown,,24936,MTBS,Initial,20150407,802703420150330,802803420150422,,-95,-9999,-970,-150,-50,9999,9999,,37.915,-96.407,0.000617709458131205,0.169572818859441
21274,7227,KS3791709614420150407,UNNAMED,2015,4,7,Unknown,,24935,MTBS,Initial (SS),20150407,,802703420150501,,-9999,-9999,9999,9999,150,-9999,-9999,Next to other burned area (KS3795109612120150407),37.904,-96.145,0.00299628266449925,0.575357979130279
21275,6371,KS3793209689420150329,UNNAMED,2015,3,29,Unknown,,24885,MTBS,Initial,20150329,802803420150321,802803420150422,,-90,-9999,-970,-150,-25,9999,9999,Next to small later burned area,37.93,-96.895,0.00264247955119621,0.408056336567841
21276,2702,KS3795109612120150407,UNNAMED,2015,4,7,Unknown,,25162,MTBS,Initial,20150407,802703420150330,702703420150407,,-65,-9999,-970,-150,40,9999,9999,Next to other burned areas (KS3796709607220150330 and KS3791709614420150407),37.954,-96.127,0.00112110670265624,0.22743340818301
21277,1402,KS3795409648820150422,UNNAMED,2015,4,22,Unknown,,25021,MTBS,Initial,20150422,802703420150330,802803420150422,,-50,-9999,-970,-150,10,9999,9999,,37.953,-96.488,0.00058182464560746,0.113665754349902
21278,16260,KS3796509593420150330,UNNAMED,2015,3,30,Unknown,,24786,MTBS,Initial,20150330,802703420150226,702703420150407,,-40,-9999,-970,-150,60,9999,9999,Next to other burned areas (KS3790709588620150407  KS3791209597220150407 and KS3802109594320150407 and small  later burned area),37.972,-95.933,0.00674653886777221,0.834844068575712
21279,12777,KS3796709607220150330,UNNAMED,2015,3,30,Unknown,,24934,MTBS,Initial (SS),20150330,,802703420150501,,-9999,-9999,9999,9999,100,-9999,-9999,Next to other burned areas (KS3795109612120150407 and small  earlier burned areas),37.961,-96.082,0.00530166227500169,0.859110867073716
21280,1026,KS3797209676020150422,UNNAMED,2015,4,22,Unknown,,25020,MTBS,Initial (SS),20150422,,802703420150501,,-9999,-9999,9999,9999,25,-9999,-9999,,37.967,-96.757,0.00042589579146334,0.127048849666614
21281,15538,KS3798609631020150407,UNNAMED,2015,4,7,Unknown,,24933,MTBS,Initial,20150407,802703420150330,802803420150422,,-90,-9999,-970,-150,20,9999,9999,Next to other burned areas (KS3814509638720150314  KS3798809624520150330 and KS3802309620820150407),37.992,-96.318,0.00644859174244292,0.853582852353668
21282,2371,KS3798809624520150330,UNNAMED,2015,3,30,Unknown,,24785,MTBS,Initial,20150330,802803420150321,702703420150407,,-25,-9999,-970,-150,60,9999,9999,Next to other burned areas (KS3798609631020150407 and small later burned area),37.989,-96.246,0.000984421838130793,0.185800365591194
21283,1927,KS3801009681420150422,UNNAMED,2015,4,22,Unknown,,25019,MTBS,Initial,20150422,802803420150321,802803420150422,,-55,-9999,-970,-150,25,9999,9999,,38.013,-96.809,0.000800250550349785,0.310981601757165
21284,11608,KS3802109594320150407,UNNAMED,2015,4,7,Unknown,,24932,MTBS,Initial (SS),20150407,,802703420150501,,-9999,-9999,9999,9999,75,-9999,-9999,Next to other burned areas (KS3804409601220150314  KS3796509593420150330 and KS3804809585420150407),38.022,-95.934,0.00481994938376151,1.00042126376861
21285,7167,KS3802309620820150407,UNNAMED,2015,4,7,Unknown,,24931,MTBS,Initial (SS),20150407,,802703420150501,,-9999,-9999,9999,9999,110,-9999,-9999,Next to other burned areas (KS3809609619620150314  KS3814509638720150314 and KS3798609631020150407),38.032,-96.223,0.00297626622442456,0.597879041632786
21286,1362,KS3802609612720150501,UNNAMED,2015,5,1,Unknown,,25076,MTBS,Initial (SS),20150501,,802703420150501,,-9999,-9999,9999,9999,90,-9999,-9999,Next to small earlier burned area,38.027,-96.124,0.000565581972706864,0.180684155631701
21287,25652,KS3803209654520150407,UNNAMED,2015,4,7,Unknown,,25070,MTBS,Initial,20150407,802703420150330,802803420150422,,-120,-9999,-970,-200,-60,9999,9999,"Next to other burned areas (KS3814509638720150314; KS3810609658720150407; small earlier burned area)",38.039,-96.533,0.0106527715821587,0.889586157315785
21288,1810,KS3804009604920150501,UNNAMED,2015,5,1,Unknown,,25051,MTBS,Initial (SS),20150501,,802703420150501,,-9999,-9999,9999,9999,150,-9999,-9999,,38.039,-96.049,0.000751828389536252,0.204113275967708
21289,5437,KS3804109638220150407,UNNAMED,2015,4,7,Unknown,,24930,MTBS,Initial,20150407,802703420150330,802803420150422,,-125,-9999,-970,-200,-100,9999,9999,Next to other burned area (KS3814509638720150314),38.044,-96.38,0.00225841724398789,0.581561001511862
21290,5031,KS3804409601220150314,UNNAMED,2015,3,14,Unknown,,24752,MTBS,Initial,20150314,802703420150226,702703420150407,,-55,-9999,-970,-150,70,9999,9999,Next to other burned areas (KS3802109594320150407 and KS3806909597820150501),38.039,-96.017,0.00208974651235505,0.271416891873834
21291,2585,KS3804809585420150407,UNNAMED,2015,4,7,Unknown,,24929,MTBS,Initial (SS),20150407,,802703420150501,,-9999,-9999,9999,9999,160,-9999,-9999,Next to other burned area (KS3802109594320150407),38.047,-95.857,0.00107390793971377,0.187072691055587
21292,2424,KS3805209675320150422,UNNAMED,2015,4,22,Unknown,,25018,MTBS,Initial (SS),20150422,,802703420150501,,-9999,-9999,9999,9999,75,-9999,-9999,Next to other burned area (KS3811209666420150329),38.05,-96.751,0.00100696579904773,0.234106382970558
21293,5818,KS3805809575320150407,UNNAMED,2015,4,7,Unknown,,24928,MTBS,Initial (SS),20150407,,802703420150501,,-9999,-9999,9999,9999,90,-9999,-9999,Next to another burned area (KS3806309578620150407),38.057,-95.749,0.0024171967741419,0.405070741056976
21294,1254,KS3806309578620150407,UNNAMED,2015,4,7,Unknown,,25160,MTBS,Initial,20150407,802703420150330,702703420150407,,-65,-9999,-970,-150,-5,9999,9999,Next to another burned area (KS3805809575320150407),38.063,-95.786,0.000521185435543138,0.102818625349225
21295,2144,KS3806909597820150501,UNNAMED,2015,5,1,Unknown,,25050,MTBS,Initial (SS),20150501,,802703420150501,,-9999,-9999,9999,9999,75,-9999,-9999,Next to other burned areas (KS3804409601220150314  KS3809609619620150314 and KS3809009597020150330),38.066,-95.978,0.000891195323896786,0.250630214125523
21296,3730,KS3807909614220150407,UNNAMED,2015,4,7,Unknown,,24927,MTBS,Initial (SS),20150407,,802703420150501,,-9999,-9999,9999,9999,125,-9999,-9999,Next to other burned areas (KS3809609619620150314 and small earlier burned area),38.078,-96.143,0.00155011687609619,0.347483538807001
21297,1403,KS3808309607020150330,UNNAMED,2015,3,30,Unknown,,24926,MTBS,Initial,20150330,802703420150226,802703420150330,,20,-9999,-970,-150,50,9999,9999,,38.088,-96.074,0.000583038947008336,0.158710755365946
21298,2002,KS3809009597020150330,UNNAMED,2015,3,30,Unknown,,24784,MTBS,Initial,20150330,802703420150226,702703420150407,,-55,-9999,-970,-150,60,9999,9999,Next to other burned areas (KS3806909597820150501 and KS3810809599120150501),38.089,-95.97,0.000832086360013357,0.209920673575709
21299,9150,KS3809609619620150314,UNNAMED,2015,3,14,Unknown,,24878,MTBS,Initial,20150314,802703420150226,702703420150407,,-40,-9999,-970,-150,25,9999,9999,Next to other burned areas (KS3802309620820150407  KS3807909614220150407 and small  later burned area),38.089,-96.198,0.00380338433928124,0.706600687999775
21300,1113,KS3809609647320150321,UNNAMED,2015,3,21,Unknown,,24764,MTBS,Initial,20150321,802703420150226,802803420150321,,10,-9999,-970,-150,60,9999,9999,Next to other burned areas (KS3810709649620150407 and small later burned areas),38.097,-96.472,0.000462994360268455,0.105609676126704
21301,1913,KS3810409586320150330,UNNAMED,2015,3,30,Unknown,,24893,MTBS,Initial,20150330,802703420150226,702703420150407,,-70,-9999,-970,-225,40,9999,9999,Excluded small  earlier burned area on southwest perimeter,38.104,-95.867,0.000795331236948933,0.293937618157325
21302,3835,KS3810609658720150407,UNNAMED,2015,4,7,Unknown,,24808,MTBS,Initial,20150407,802803420150321,702703420150407,,-60,-9999,-970,-150,60,9999,9999,Next to other burned areas (KS3811209666420150329 and KS3803209654520150330),38.104,-96.584,0.00159445874235666,0.216484573481128
21303,6162,KS3810709649620150407,UNNAMED,2015,4,7,Unknown,,24925,MTBS,Initial (SS),20150407,,802703420150501,,-9999,-9999,9999,9999,60,-9999,-9999,Next to other burned areas (KS3814509638720150314 and KS3809609647320150321),38.105,-96.489,0.00256157989891134,0.718089391141992
21304,5781,KS3810709679220150330,UNNAMED,2015,3,30,Unknown,,25069,MTBS,Initial,20150330,802803320150321,802803320150422,,-56,-9999,-970,-150,-75,9999,9999,,38.108,-96.796,0.00240335337995004,0.39466855806637
21305,1170,KS3810809599120150501,UNNAMED,2015,5,1,Unknown,,25049,MTBS,Initial (SS),20150501,,802703420150501,,-9999,-9999,9999,9999,50,-9999,-9999,Next to other burned areas (KS3809009597020150330 and KS3814309599620150330),38.109,-95.991,0.000486743078674261,0.110303512140177
21306,28280,KS3811209666420150329,UNNAMED,2015,3,29,Unknown,,24884,MTBS,Initial,20150329,802803420150321,802803420150422,,-50,-9999,-970,-150,-10,9999,9999,Next to other burned areas (KS3810609658720150407 and KS3805209675320150422),38.1,-96.652,0.0117570132034162,1.88387856906274
21307,4107,KS3814309599620150330,UNNAMED,2015,3,30,Unknown,,24783,MTBS,Initial,20150330,802703420150226,702703420150407,,-55,0,-970,-150,50,9999,9999,Next to other burned area (KS3810809599120150501),38.147,-95.997,0.00170826892348395,0.472254573278513
21308,68478,KS3814509638720150314,UNNAMED,2015,3,14,Unknown,,24751,MTBS,Initial,20150314,802703420150226,802703420150330,,20,-9999,-970,-150,90,9999,9999,Surrounded by other burned areas,38.167,-96.384,0.0284812135599337,2.90696094768717
21309,2814,KS3814609628220150314,UNNAMED,2015,3,14,Unknown,,24877,MTBS,Initial,20150314,802703420150226,702703420150407,,-35,-9999,-970,-150,25,9999,9999,Next to other burned areas (KS3814509638720150314  KS3814609631320150407 and small  later burned areas),38.147,-96.284,0.00117068611981724,0.375839973203704
21310,2347,KS3814609631320150407,UNNAMED,2015,4,7,Unknown,,24924,MTBS,Initial,20150407,802703420150330,802803420150422,,-40,-9999,-970,-150,-25,9999,9999,Next to other burned areas (KS3814509638720150314 and KS3814609628220150314),38.145,-96.313,0.000976465037842221,0.230963648331539
21311,3914,KS3815309624220150314,UNNAMED,2015,3,14,Unknown,,24876,MTBS,Initial,20150314,802703420150226,702703420150407,,-35,-9999,-970,-150,25,9999,9999,Next to small  later burned areas,38.147,-96.236,0.0016281045624166,0.258286350849834
21312,1705,KS3815409687320150422,UNNAMED,2015,4,22,Unknown,,25017,MTBS,Initial,20150422,802803320150321,802803320150422,,-90,-9999,-970,-150,10,9999,9999,,38.153,-96.874,0.000709420888073382,0.137647907046839
21313,4329,KS3816809522420150501,UNNAMED,2015,5,1,Unknown,,25048,MTBS,Initial (SS),20150501,,802703420150501,,-9999,-9999,9999,9999,175,-9999,-9999,,38.169,-95.214,0.00180118696953247,0.335437382496989
21314,4429,KS3817409609120150330,UNNAMED,2015,3,30,Unknown,,24782,MTBS,Initial,20150330,802703420150314,702703420150407,,78,-9999,-970,-150,80,9999,9999,Next to other burned areas (KS3820009603120150407 and small  later burned areas),38.176,-96.093,0.00184286944008418,0.388638602302842
21315,3747,KS3817509701420150329,UNNAMED,2015,3,29,Unknown,,24883,MTBS,Initial,20150329,802803420150321,802803420150422,,-40,-9999,-970,-150,-25,9999,9999,,38.178,-97.014,0.00155935934037068,0.345631892133983
21316,3450,KS3818309676120150422,UNNAMED,2015,4,22,Unknown,,25016,MTBS,Initial,20150422,802803420150321,802803420150422,,-95,-9999,-970,-150,10,9999,9999,,38.177,-96.754,0.00143580329482304,0.396680900251967
21317,1004,KS3819209621620150330,UNNAMED,2015,3,30,Unknown,,25071,MTBS,Initial,20150330,802803320150321,802803320150422,,-95,-9999,-970,-150,-60,9999,9999,Next to small later burned area,38.189,-96.216,0.000418229154538946,0.149327334450222
21318,5074,KS3820009603120150407,UNNAMED,2015,4,7,Unknown,,24923,MTBS,Initial (SS),20150407,,802703420150501,,-9999,-9999,9999,9999,100,-9999,-9999,Next to other burned areas (KS3817409609120150330 and small  earlier burned area),38.193,-96.027,0.00211202372316256,0.617679987771116
21319,2727,KS3820309634620150407,UNNAMED,2015,4,7,Unknown,,24922,MTBS,Initial,20150407,802703320150330,802803320150422,,-95,-9999,-970,-150,-75,9999,9999,Next to other burned area (KS3814509638720150314),38.204,-96.352,0.00113541068889782,0.29502355301808
21320,6088,KS3821009627920150407,UNNAMED,2015,4,7,Unknown,,24921,MTBS,Initial,20150407,802703320150330,802803320150422,,-95,-9999,-970,-150,-50,9999,9999,Next to other burned areas (KS3814509638720150314 and KS3821909624320150330),38.213,-96.277,0.00253432445933187,0.421330079069865
21321,6350,KS3821409653720150422,UNNAMED,2015,4,22,Unknown,,25015,MTBS,Initial (SS),20150422,,802703420150501,,-9999,-9999,9999,9999,75,-9999,-9999,Next to other burned area (KS3829109643320150407),38.215,-96.533,0.00264369104874137,0.503990498805138
21322,2662,KS3821909624320150330,UNNAMED,2015,3,30,Unknown,,24892,MTBS,Initial,20150330,802803320150321,702703420150407,,-50,-9999,-970,-150,15,9999,9999,Next to other burned areas (KS3821009627920150407 and small  later burned areas),38.229,-96.257,0.00110867763030254,0.269914732501496
21323,3024,KS3824409850620150331,190TH,2015,3,31,Wildfire,BD37B9D3-E6D8-43BE-AC62-EA9992FD7F92,24055,MTBS,Initial,20150331,802903320150328,702903320150405,,-43,-9999,-970,-150,15,360,9999,,38.249,-98.521,0.00125939535975502,0.179461903177842
21324,1307,KS3827009693120150422,UNNAMED,2015,4,22,Unknown,,25014,MTBS,Initial,20150422,802803320150321,802803320150422,,-85,-9999,-970,-150,-40,9999,9999,,38.272,-96.934,0.000544903975002368,0.140883433401406
21325,55037,KS3827709661320150330,UNNAMED,2015,3,30,Unknown,,24891,MTBS,Initial,20150330,802803320150321,802803320150422,,-85,-9999,-970,-150,-25,9999,9999,,38.268,-96.606,0.0229315004420144,1.99572742293567
21326,47388,KS3829109643320150407,UNNAMED,2015,4,7,Unknown,,24920,MTBS,Initial (SS),20150407,,802703320150501,,-9999,-9999,9999,9999,75,-9999,-9999,Next to other burned areas (KS3814509638720150314 and KS3821409653720150422),38.289,-96.419,0.0197484596538945,1.71053151384829
21327,4326,KS3829309630520150330,UNNAMED,2015,3,30,Unknown,,24781,MTBS,Initial,20150330,802803320150321,702703420150407,,-55,-9999,-970,-150,70,9999,9999,Next to other burned areas (KS3814509638720150314 and small  later burned area),38.292,-96.3,0.0018031273389676,0.243885296298253
21328,2683,KS3831709584720150330,UNNAMED,2015,3,30,Unknown,,24780,MTBS,Initial,20150330,802703320150226,702703320150407,,-65,-9999,-970,-150,70,9999,9999,,38.316,-95.849,0.00111888440067285,0.267047251060044
21329,1487,KS3833109683920150422,UNNAMED,2015,4,22,Unknown,,25013,MTBS,Initial,20150422,802803320150321,802803320150422,,-90,-9999,-970,-150,-10,9999,9999,,38.33,-96.837,0.000620046673300107,0.154887573809202
21330,6022,KS3834509672120150422,UNNAMED,2015,4,22,Unknown,,25012,MTBS,Initial,20150422,802803320150321,802803320150422,,-90,-9999,-970,-150,-50,9999,9999,,38.342,-96.716,0.002511785778221,0.281382287009829
21331,2772,KS3839109679120150422,UNNAMED,2015,4,22,Unknown,,25011,MTBS,Initial,20150422,802803320150321,802803320150422,,-125,-9999,-970,-150,-50,9999,9999,,38.387,-96.782,0.00115706556817854,0.280673668467381
21332,1242,KS3841609648620150422,UNNAMED,2015,4,22,Unknown,,25242,MTBS,Initial,20150422,802703320150330,802803320150422,,-45,-9999,-970,-200,-20,9999,9999,Next to other burned areas (KS3841709654320150414 and small earlier burned area),38.417,-96.484,0.000518847407191648,0.124843049509443
21333,1745,KS3841709654320150414,TALLGRASS EAST,2015,4,14,Wildfire,B003BB03-7A23-480B-90CF-4A7D27E7D892,24132,MTBS,Initial,20150414,802703320150330,802803320150422,,-90,-9999,-970,-240,-5,9999,9999,Next to other burned areas to north and east. Used admin boundary and firebreak to delineate perimeter on north and east. Enclosed area roughly matches stated acreage.,38.41,-96.525,0.000728480769402308,0.183445574077066
21334,2844,KS3842209643720150407,UNNAMED,2015,4,7,Unknown,,24807,MTBS,Initial,20150407,802703320150330,802803320150422,,-115,-9999,-970,-150,-20,9999,9999,Next to other burned area (KS3845509642620150321),38.42,-96.441,0.00118752414979202,0.292050539682641
21335,1976,KS3844109577820150501,UNNAMED,2015,5,1,Unknown,,25047,MTBS,Initial (SS),20150501,,802703320150501,,-9999,-9999,9999,9999,100,-9999,-9999,,38.441,-95.773,0.000825153061206092,0.405692959922726
21336,2315,KS3844309687620150422,UNNAMED,2015,4,22,Unknown,,25010,MTBS,Initial,20150422,802803320150321,802803320150422,,-115,-9999,-970,-150,-50,9999,9999,Next to small  earlier burned area,38.439,-96.876,0.000966751894974517,0.281162019899195
21337,2638,KS3844809595320150330,UNNAMED,2015,3,30,Unknown,,24779,MTBS,Initial,20150330,802703320150226,802703320150330,,15,-9999,-970,-150,60,9999,9999,Next to other burned areas (KS3845409590220150407  KS3848809596820150501 and small  later burned areas),38.447,-95.959,0.00110184490786005,0.203869142120677
21338,4487,KS3845409590220150407,UNNAMED,2015,4,7,Unknown,,24919,MTBS,Initial (SS),20150407,,802703320150501,,-9999,-9999,9999,9999,150,-9999,-9999,Next to other burned area (KS3844809595320150330),38.456,-95.899,0.00187409782359552,0.573774281901607
21339,3628,KS3845509642620150321,UNNAMED,2015,3,21,Unknown,,24763,MTBS,Initial,20150321,802703320150226,802703320150330,,20,-9999,-970,-150,70,9999,9999,Next to other burned areas (KS3852109646220150330 and KS3842209643720150407),38.453,-96.42,0.00151555158907565,0.274459329030326
21340,3459,KS3845509652220150407,NOBODY KNOWS,2015,4,7,Wildfire,,25243,MTBS,Initial,20150407,802703320150330,802803320150422,,-50,-9999,-970,-200,15,9999,9999,,38.44,-96.517,0.00144467372422174,0.330464316543455
21341,16411,KS3846709673920150422,UNNAMED,2015,4,22,Unknown,,25009,MTBS,Initial,20150422,802803320150321,802803320150422,,-115,-9999,-970,-150,-50,9999,9999,Next to other burned area (KS3850409680320150321),38.47,-96.74,0.00685572871072172,1.65938487405623
21342,2600,KS3847209600220150407,UNNAMED,2015,4,7,Unknown,,25062,MTBS,Initial,20150407,802703320150330,702703320150407,,-50,0,-970,-150,5,9999,9999,Next to other burned areas (KS3850909604320150422 and KS3848809596820150501),38.474,-96.003,0.00108650866460607,0.239118232446705
21343,1694,KS3847209682620150321,UNNAMED,2015,3,21,Unknown,,24819,MTBS,Initial (SS),20150321,,802803320150422,,-9999,-9999,9999,9999,150,-9999,-9999,,38.472,-96.826,0.000707776788339526,0.169771347365717
21344,1660,KS3847809579620150501,UNNAMED,2015,5,1,Unknown,,25046,MTBS,Initial (SS),20150501,,802703320150501,,-9999,-9999,9999,9999,110,-9999,-9999,,38.477,-95.798,0.000693776773019821,0.266890271124221
21345,1910,KS3847809666520150422,UNNAMED,2015,4,22,Unknown,,25008,MTBS,Initial,20150422,802803320150321,802803320150422,,-65,-9999,-970,-150,-25,9999,9999,Next to small  later burned area,38.471,-96.666,0.000798091523845711,0.263930910806314
21346,2795,KS3848309608720150330,UNNAMED,2015,3,30,Unknown,,24890,MTBS,Initial (SS),20150330,,802703320150501,,-9999,-9999,9999,9999,125,-9999,-9999,Next to small earlier burned areas,38.484,-96.084,0.00116808345142611,0.35330030830646
21347,3021,KS3848809596820150501,UNNAMED,2015,5,1,Unknown,,25045,MTBS,Initial (SS),20150501,,802703320150501,,-9999,-9999,9999,9999,100,-9999,-9999,Next to other burned areas (KS3844809595320150330 and KS3847209600220150407),38.49,-95.967,0.00126246328347328,0.295780834717526
21348,2541,KS3848909733620150422,UNNAMED,2015,4,22,Unknown,,25007,MTBS,Initial,20150422,802803320150321,802803320150422,,-110,-9999,-970,-150,-100,9999,9999,,38.486,-97.331,0.00106191277097273,0.211971325673003
21349,1205,KS3849009593620150501,UNNAMED,2015,5,1,Unknown,,25044,MTBS,Initial (SS),20150501,,802703320150501,,-9999,-9999,9999,9999,75,-9999,-9999,,38.491,-95.932,0.000503511440573495,0.149918282987753
21350,1088,KS3850409633920150330,UNNAMED,2015,3,30,Unknown,,25120,MTBS,Initial,20150330,802803320150321,802703320150330,,5,-9999,-970,-150,50,9999,9999,Next to other burned area (KS3852109646220150330),38.506,-96.336,0.000454973215696519,0.134705329649313
21351,1805,KS3850409680320150321,UNNAMED,2015,3,21,Unknown,,24762,MTBS,Initial,20150321,802803320150305,802803320150321,,35,-9999,-970,-150,60,9999,9999,Next to other burned area (KS3846709673920150422),38.508,-96.801,0.000754384065852948,0.126423255507833
21352,4694,KS3850909604320150422,UNNAMED,2015,4,22,Unknown,,25006,MTBS,Initial (SS),20150422,,802703320150501,,-9999,-9999,9999,9999,100,-9999,-9999,Next to other burned areas (KS3847209600220150407 and small  earlier burned areas),38.509,-96.044,0.00196199100626482,0.443944341359014
21353,51547,KS3852109646220150330,UNNAMED,2015,3,30,Unknown,,24889,MTBS,Initial (SS),20150330,,802703320150501,,-9999,-9999,9999,9999,75,-9999,-9999,Next to other burned areas (KS3845509642620150321  KS3850409633920150330 and KS3845509652220150407),38.526,-96.467,0.0215491811287707,1.83579615715118
21354,2042,KS3852609791720150312,UNNAMED,2015,3,12,Unknown,,24873,MTBS,Initial,20150312,802803320150305,802803320150321,,5,-9999,-970,-150,50,9999,9999,Next to small  later burned area,38.526,-97.924,0.000853820675767652,0.184172835979249
21355,1593,KS3853009590320150430,UNNAMED,2015,4,30,Unknown,,25040,MTBS,Initial (SS),20150430,,802703320150501,,-9999,-9999,9999,9999,50,-9999,-9999,,38.528,-95.902,0.000666345914008345,0.207830873263447
21356,2644,KS3854009585920150501,UNNAMED,2015,5,1,Unknown,,25043,MTBS,Initial (SS),20150501,,802703320150501,,-9999,-9999,9999,9999,50,-9999,-9999,,38.542,-95.858,0.00110586195479888,0.308264026224972
21357,1641,KS3854609669720150430,UNNAMED,2015,4,30,Unknown,,25039,MTBS,Initial,20150430,802803320150422,702803320150430,,-55,-9999,-970,-150,15,9999,9999,Next to other burned area (KS3857809671520150422),38.544,-96.697,0.000686502081801906,0.120194675232214
21358,2346,KS3854809570720150501,UNNAMED,2015,5,1,Unknown,,25042,MTBS,Initial (SS),20150501,,802703320150501,,-9999,-9999,9999,9999,100,-9999,-9999,,38.551,-95.702,0.0009814207230914,0.222660752875846
21359,1832,KS3855909664020150422,UNNAMED,2015,4,22,Unknown,,24817,MTBS,Initial,20150422,802803320150321,802803320150422,,-35,-9999,-970,-150,60,9999,9999,Next to small  earlier burned area,38.558,-96.634,0.000766260016298526,0.206115891502582
21360,4313,KS3856909602220150407,UNNAMED,2015,4,7,Unknown,,25119,MTBS,Initial (SS),20150407,,802703320150501,,-9999,-9999,9999,9999,75,-9999,-9999,,38.572,-96.028,0.00180433041697222,0.462290380055445
21361,1980,KS3857509682620150422,UNNAMED,2015,4,22,Unknown,,25005,MTBS,Initial,20150422,802803320150321,802803320150422,,-90,-9999,-970,-150,-25,9999,9999,Adjacent burned area excluded due to cloud cover,38.576,-96.823,0.000828696962895902,0.217414667858283
21362,5514,KS3857809671520150422,UNNAMED,2015,4,22,Unknown,,25004,MTBS,Initial,20150422,802803320150321,802803320150422,,-50,-9999,-970,-150,-25,9999,9999,Next to other burned area (KS3854609669720150430),38.578,-96.708,0.00230716844381075,0.385897285590151
21363,6858,KS3859209594120150430,UNNAMED,2015,4,30,Unknown,,25037,MTBS,Initial (SS),20150430,,802703320150501,,-9999,-9999,9999,9999,50,-9999,-9999,,38.59,-95.938,0.0028700625059838,0.597815774342717
21364,1969,KS3860909678720150422,UNNAMED,2015,4,22,Unknown,,25003,MTBS,Initial,20150422,802803320150321,802803320150422,,-99,-9999,-970,-150,-25,9999,9999,Next to small  earlier burned area,38.606,-96.785,0.000824369164833378,0.221338791349129
